label,success,failureMessage,URL
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/MeasurementSessionData?sEcho=1&iColumns=11&sColumns=%2C%2C%2C%2C%2C%2C%2C%2C%2C%2C&iDisplayStart=0&iDisplayLength=10&mDataProp_0=Tag&sSearch_0=&bRegex_0=false&bSearchable_0=true&bSortable_0=true&mDataProp_1=UserName&sSearch_1=&bRegex_1=false&bSearchable_1=true&bSortable_1=true&mDataProp_2=SurveyorUnit&sSearch_2=&bRegex_2=false&bSearchable_2=true&bSortable_2=true&mDataProp_3=SerialNumber&sSearch_3=&bRegex_3=false&bSearchable_3=true&bSortable_3=true&mDataProp_4=Start&sSearch_4=&bRegex_4=false&bSearchable_4=true&bSortable_4=true&mDataProp_5=End&sSearch_5=&bRegex_5=false&bSearchable_5=true&bSortable_5=true&mDataProp_6=Status&sSearch_6=&bRegex_6=false&bSearchable_6=true&bSortable_6=true&mDataProp_7=SurveyModeType&sSearch_7=&bRegex_7=false&bSearchable_7=true&bSortable_7=true&mDataProp_8=MinAmplitude&sSearch_8=&bRegex_8=false&bSearchable_8=true&bSortable_8=true&mDataProp_9=Duration&sSearch_9=&bRegex_9=false&bSearchable_9=true&bSortable_9=true&mDataProp_10=&sSearch_10=&bRegex_10=false&bSearchable_10=true&bSortable_10=false&sSearch=&bRegex=false&iSortCol_0=5&sSortDir_0=desc&iSortingCols=1&_=
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/DashboardMeasurementSessionData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/DashboardSurveyorSystemsData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/FleetMap
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/FleetMapData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ReProcessSession/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportSession/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportPeaks/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportAnalysis/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportSession/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportPeaks/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Home/ExportAnalysis/271d9db6-c0bd-eb32-2b48-39d1531dc264
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ComplianceReports
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ComplianceReport
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ResubmitReport?reportType=Compliance&reportId=74A03ADC-1988-BC93-A5AF-39DA186ADFBE
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/CancelReport?reportType=ComplianceReports&reportId=74A03ADC-1988-BC93-A5AF-39DA186ADFBE
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/CopyComplianceReport?reportId=5B62D6FC-3B95-47C8-9219-39D9DA654EB0
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/GetReportStat?reportTitle=APISecurityTest_Report001
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ViewReportPdf?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA&ReportType=Investigation
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/LisaInvestigations?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/LisaInvestigationsData?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/LisaInvestigationsAssignment?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ShowGenerateShapeFile?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ShowGenerateReportMeta?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ThumbnailPaths?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA&ReportType=Compliance
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/Thumbnail?id=B53788E5-12BF-C3A6-6A0D-39D9D1302A18
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/DownloadPdf?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA&ReportType=Compliance
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/DownloadReportMeta?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA&ReportType=Compliance
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/DownloadShapefile?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA&ReportType=Compliance
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/DownloadReportView?id=B53788E5-12BF-C3A6-6A0D-39D9D1302A18
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/EQReports
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/EQReport
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/AssessmentReport
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/AssessmentReports
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/ResubmitReport?reportType=Assessment&reportId=7039C1A6-FC1C-DC7A-3480-39D9DA68E64E
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/CancelReport?reportType=AssessmentReports&reportId=7039C1A6-FC1C-DC7A-3480-39D9DA68E64E
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Reports/CopyAssessmentReport?reportId=C67CEFAB-3038-83E7-CD5C-39D9DB86F2DC
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Investigation/GetReportPeaksDataByReportId?reportId=EBEDBEDE-CA40-DEAA-6871-39D9D13029CA
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageSurveyors
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageSurveyorsData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageSurveyor?id=fb4f3579-843a-113e-001c-39d4011393c9
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageUsers
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageUsersData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageUser?id=de734ddf-363e-49fc-8dbc-39c8c221c562
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ResetPassword?id=de734ddf-363e-49fc-8dbc-39c8c221c562
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageRefGasBottles
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageRefGasBottlesData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/AddrefGasBottle
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageLocationsData
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageLocation?id=00000000-0000-0000-0001-000000000000
PicarroAdminHTTPGETS,true,,https://p3sqaauto.picarro.com/Admin/ManageLocations
