Picarro,AnalyzerLogData?analyzerId=00000015-db64-fde7-7e67-39c8ac533d49&sEcho=1&iColumns=3&sColumns=%2C%2C&iDisplayStart=0&iDisplayLength=10&mDataProp_0=Id&sSearch_0=&bRegex_0=false&bSearchable_0=true&mDataProp_1=Message&sSearch_1=&bRegex_1=false&bSearchable_1=true&mDataProp_2=MessageDate&sSearch_2=&bRegex_2=false&bSearchable_2=true&sSearch=&bRegex=false&_=1460144065236,NO,YES,YES,NO,NO,YES
Picarro,ServerLog ,NO,YES,YES,NO,NO,YES
Picarro,ServerLogData?sEcho=1&iColumns=6&sColumns=%2C%2C%2C%2C%2C&iDisplayStart=0&iDisplayLength=10&mDataProp_0=Id&sSearch_0=&bRegex_0=false&bSearchable_0=true&bSortable_0=true&mDataProp_1=Thread&sSearch_1=&bRegex_1=false&bSearchable_1=true&bSortable_1=true&mDataProp_2=Level&sSearch_2=&bRegex_2=false&bSearchable_2=true&bSortable_2=true&mDataProp_3=Message&sSearch_3=&bRegex_3=false&bSearchable_3=true&bSortable_3=true&mDataProp_4=Exception&sSearch_4=&bRegex_4=false&bSearchable_4=true&bSortable_4=false&mDataProp_5=MessageDate&sSearch_5=&bRegex_5=false&bSearchab,NO,YES,YES,NO,NO,YES
Home,SurveyorSystems,YES,YES,YES,NO,NO,YES
Home,SurveyorSystemsData?sEcho=1&iColumns=4&sColumns=%2C%2C%2C&iDisplayStart=0&iDisplayLength=10&mDataProp_0=SurveyorName&sSearch_0=&bRegex_0=false&bSearchable_0=true&bSortable_0=true&mDataProp_1=SerialNumber&sSearch_1=&bRegex_1=false&bSearchable_1=true&bSortable_1=true&mDataProp_2=AnalyzerBuildNumber&sSearch_2=&bRegex_2=false&bSearchable_2=true&bSortable_2=true&mDataProp_3=Status&sSearch_3=&bRegex_3=false&bSearchable_3=true&bSortable_3=true&sSearch=&bRegex=false&iSortCol_0=3&sSortDir_0=desc&iSortingCols=1&_=1460079331460,YES,YES,YES,NO,NO,YES
Home,MeasurementSessions,YES,YES,YES,YES,YES,YES
Home,MeasurementSessionData?sEcho=1&iColumns=11&sColumns=%2C%2C%2C%2C%2C%2C%2C%2C%2C%2C&iDisplayStart=0&iDisplayLength=10&mDataProp_0=Tag&sSearch_0=&bRegex_0=false&bSearchable_0=true&bSortable_0=true&mDataProp_1=UserName&sSearch_1=&bRegex_1=false&bSearchable_1=true&bSortable_1=true&mDataProp_2=SurveyorUnit&sSearch_2=&bRegex_2=false&bSearchable_2=true&bSortable_2=true&mDataProp_3=SerialNumber&sSearch_3=&bRegex_3=false&bSearchable_3=true&bSortable_3=true&mDataProp_4=Start&sSearch_4=&bRegex_4=false&bSearchable_4=true&bSortable_4=true&mDataProp_5=End&sSearch_5=&bRegex_5=false&bSearchable_5=true&bSortable_5=true&mDataProp_6=Status&sSearch_6=&bRegex_6=false&bSearchable_6=true&bSortable_6=true&mDataProp_7=SurveyModeType&sSearch_7=&bRegex_7=false&bSearchable_7=true&bSortable_7=true&mDataProp_8=MinAmplitude&sSearch_8=&bRegex_8=false&bSearchable_8=true&bSortable_8=true&mDataProp_9=Duration&sSearch_9=&bRegex_9=false&bSearchable_9=true&bSortable_9=true&mDataProp_10=&sSearch_10=&bRegex_10=false&bSearchable_10=true&bSortable_10=false&sSearch=&bRegex=false&iSortCol_0=5&sSortDir_0=desc&iSortingCols=1&_=,YES,YES,YES,YES,YES,YES
Home,DashboardMeasurementSessionData?_=1460064007203,YES,YES,YES,YES,YES,YES
Home,DashboardSurveyorSystemsData?_=1460064007202,YES,YES,YES,YES,YES,YES
Home,ReProcessSession/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportSession/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportPeaks/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportAnalysis/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportSession/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportPeaks/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,ExportAnalysis/98c8f3a8-7a31-7b8a-47dd-39d7002d9805,NO,YES,YES,NO,NO,YES
Home,DeleteSession/d226f034-535d-b989-5bfc-39d6d5f7d1c1,NO,YES,YES,NO,NO,YES
Live,Survey/084589fe-5df7-9373-4f19-39d6ffefb313,YES,YES,YES,YES,YES,YES
Reports,ComplianceReports,NO,YES,YES,NO,NO,YES
Reports,ComplianceReport,NO,YES,YES,NO,NO,YES
Reports,ViewReportPdf?reportId=20c538da-cb10-a14d-6845-39d70339be5e&ReportType=Investigation,NO,YES,YES,NO,NO,YES
Reports,LisaInvestigations?reportId=a96c771d-315e-70f0-ca2f-39d700831cf6,NO,YES,YES,YES,YES,YES
Reports,LisaInvestigationsData?reportId=a96c771d-315e-70f0-ca2f-39d700831cf6&_=1459992736914,NO,YES,YES,NO,NO,YES
Reports,LisaInvestigationsAssignment?reportId=a96c771d-315e-70f0-ca2f-39d700831cf6,NO,YES,YES,NO,NO,YES
Reports,ShowGenerateShapeFile?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121,NO,YES,YES,NO,NO,YES
Reports,ShowGenerateReportMeta?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121,NO,YES,YES,NO,NO,YES
Reports,ThumbnailPaths?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121&ReportType=Compliance,NO,YES,YES,NO,NO,YES
Reports,Thumbnail?id=c7402957-23ee-904e-3556-39d7041b9140,NO,YES,YES,NO,NO,YES
Reports,DownloadPdf?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121&ReportType=Compliance,NO,YES,YES,NO,NO,YES
Reports,DownloadReportMeta?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121&ReportType=Compliance,NO,YES,YES,NO,NO,YES
Reports,DownloadShapefile?reportId=b93e0563-4a4b-c7f4-15c2-39d7041b9121&ReportType=Compliance,NO,YES,YES,NO,NO,YES
Reports,DownloadReportView?id=c7402957-23ee-904e-3556-39d7041b9140,NO,YES,YES,NO,NO,YES
Reports,CopyComplianceReport?reportId=b6ce27c0-bc2a-dfcb-a150-39d70857b00f,NO,YES,YES,NO,NO,YES
Reports,DeleteReport?reportType=ComplianceReports&reportId=04e2ad06-fa68-be22-9826-39d7084bcefb,NO,YES,YES,NO,NO,YES
Reports,CancelReport?reportType=ComplianceReports&reportId=1b6c69eb-c02a-ff30-4978-39d7086c60b2,NO,YES,YES,NO,NO,YES
Reports,ResubmitReport?reportType=EQ&reportId=29aad198-3d71-d85b-5dab-39d6b27a47e0,NO,YES,YES,NO,NO,YES
Reports,EQReports,NO,YES,YES,NO,NO,YES
Reports,EQReport,NO,YES,YES,NO,NO,YES
Reports,CopyEQReport?reportId=29aad198-3d71-d85b-5dab-39d6b27a47,NO,YES,YES,NO,NO,YES
Reports,AssessmentReport,NO,YES,YES,NO,NO,YES
Reports,AssessmentReports,NO,YES,YES,NO,NO,YES
Reports,CopyAssessmentReport?reportId=a862c08d-ae27-ee9b-1446-39d70a901c6e ,NO,YES,YES,NO,NO,YES
Investigation,GetReportPeaksDataByReportId?reportId=a96c771d-315e-70f0-ca2f-39d700831cf6,NO,YES,YES,NO,NO,YES
Investigation,GetReportPeaksByReportId?reportId=a96c771d-315e-70f0-ca2f-39d700831cf6,NO,YES,YES,NO,NO,YES
UserFeedback,,YES,YES,YES,YES,YES,YES
Common,ModalMapEQAreaSelection,NO,YES,YES,NO,NO,YES
Common,ModalMapAreaSelection?startLatitude=&startLongitude=&endLatitude=&endLongitude=,NO,YES,YES,NO,NO,YES
Common,ModalMapBoundarySelection?CustomerID=b1252204-04fb-4a67-82d4-3f4666fd855c&boundaryId=,NO,YES,YES,NO,NO,YES
Common,ModalMapPointSelection?latitude=&longitude=,NO,YES,YES,NO,NO,YES
